Ns	time/s	cycle number	Ecell/V	I/mA	Q charge/mA.h	Q discharge/mA.h	Temperature/°C	
0	0,000000000000000E+000	0,000000000000000E+000	3,2196298E+000	-4,9990043E+004	0,000000000000000E+000	0,000000000000000E+000	2,4366272E+001
0	3,000000142492354E+001	0,000000000000000E+000	3,1733890E+000	-4,9997137E+004	0,000000000000000E+000	4,166403413910591E+002	2,5061382E+001
0	6,000000284984708E+001	0,000000000000000E+000	3,1643298E+000	-4,9995363E+004	0,000000000000000E+000	8,332771988715278E+002	2,5551121E+001
0	9,000000427477062E+001	0,000000000000000E+000	3,1625574E+000	-4,9997926E+004	0,000000000000000E+000	1,249912421629774E+003	2,6341022E+001
0	1,200000056996942E+002	0,000000000000000E+000	3,1621635E+000	-4,9996941E+004	0,000000000000000E+000	1,666544802421875E+003	2,6688578E+001
0	1,500000071246177E+002	0,000000000000000E+000	3,1625180E+000	-4,9995359E+004	0,000000000000000E+000	2,083175125334202E+003	2,7075630E+001
0	1,800000085495412E+002	0,000000000000000E+000	3,1627150E+000	-4,9989648E+004	0,000000000000000E+000	2,499804735499132E+003	2,7407389E+001
0	2,100000099744648E+002	0,000000000000000E+000	3,1628330E+000	-4,9993195E+004	0,000000000000000E+000	2,916433138322483E+003	2,7478479E+001
0	2,400000113993883E+002	0,000000000000000E+000	3,1631088E+000	-4,9995168E+004	0,000000000000000E+000	3,333061675030383E+003	2,7375793E+001
0	2,700000128243119E+002	0,000000000000000E+000	3,1633058E+000	-5,0001273E+004	0,000000000000000E+000	3,749689716356337E+003	2,7510077E+001
0	3,000000142492354E+002	0,000000000000000E+000	3,1631088E+000	-4,9996348E+004	0,000000000000000E+000	4,166317601106771E+003	2,7581167E+001
0	3,300000156741589E+002	0,000000000000000E+000	3,1633844E+000	-4,9996152E+004	0,000000000000000E+000	4,582944591263021E+003	2,7415287E+001
0	3,600000170990825E+002	0,000000000000000E+000	3,1633844E+000	-4,9996152E+004	0,000000000000000E+000	4,999571734672309E+003	2,7438986E+001
0	3,900000185240060E+002	0,000000000000000E+000	3,1635027E+000	-4,9996547E+004	0,000000000000000E+000	5,416198956195746E+003	2,7525873E+001
0	4,200000199489295E+002	0,000000000000000E+000	3,1635420E+000	-4,9993984E+004	0,000000000000000E+000	5,832826302743055E+003	2,7660158E+001
0	4,500000213738531E+002	0,000000000000000E+000	3,1634238E+000	-4,9994578E+004	0,000000000000000E+000	6,249454735247395E+003	2,7525873E+001
0	4,800000227987766E+002	0,000000000000000E+000	3,1633451E+000	-4,9998516E+004	0,000000000000000E+000	6,666082701592881E+003	2,7312599E+001
0	5,100000242237002E+002	0,000000000000000E+000	3,1632268E+000	-4,9998715E+004	0,000000000000000E+000	7,082711055379773E+003	2,7573269E+001
0	5,400000256486237E+002	0,000000000000000E+000	3,1631088E+000	-4,9991816E+004	0,000000000000000E+000	7,499339696425780E+003	2,7628561E+001
0	5,700000270735472E+002	0,000000000000000E+000	3,1628330E+000	-4,9991426E+004	0,000000000000000E+000	7,915968159963107E+003	2,7478479E+001
