Ns	time/s	cycle number	Ecell/V	I/mA	Q charge/mA.h	Q discharge/mA.h		
0	0,000000000000000E+000	0,000000000000000E+000	3,0956774E+000	-4,9991031E+004	0,000000000000000E+000	0,000000000000000E+000	0
0	3,000000142492354E+001	0,000000000000000E+000	3,0612133E+000	-4,9988668E+004	0,000000000000000E+000	4,165758663780382E+002	0
0	6,000000284984708E+001	0,000000000000000E+000	3,0511694E+000	-4,9984527E+004	0,000000000000000E+000	8,331498875694444E+002	0
0	9,000000427477062E+001	0,000000000000000E+000	3,0470338E+000	-4,9987680E+004	0,000000000000000E+000	1,249723169229601E+003	0
0	1,200000056996942E+002	0,000000000000000E+000	3,0445917E+000	-4,9989648E+004	0,000000000000000E+000	1,666295418608941E+003	0
0	1,500000071246177E+002	0,000000000000000E+000	3,0426617E+000	-4,9991422E+004	0,000000000000000E+000	2,082866442910156E+003	0
0	1,800000085495412E+002	0,000000000000000E+000	3,0407710E+000	-4,9988070E+004	0,000000000000000E+000	2,499436456072049E+003	0
0	2,100000099744648E+002	0,000000000000000E+000	3,0394714E+000	-4,9986105E+004	0,000000000000000E+000	2,916005907115886E+003	0
0	2,400000113993883E+002	0,000000000000000E+000	3,0378563E+000	-4,9987090E+004	0,000000000000000E+000	3,332575096098090E+003	0
0	2,700000128243119E+002	0,000000000000000E+000	3,0363598E+000	-4,9988664E+004	0,000000000000000E+000	3,749143637039931E+003	0
0	3,000000142492354E+002	0,000000000000000E+000	3,0346661E+000	-4,9987090E+004	0,000000000000000E+000	4,165711880453559E+003	0
0	3,300000156741589E+002	0,000000000000000E+000	3,0327754E+000	-4,9987875E+004	0,000000000000000E+000	4,582280120457900E+003	0
0	3,600000170990825E+002	0,000000000000000E+000	3,0307271E+000	-4,9991816E+004	0,000000000000000E+000	4,998848235957032E+003	0
0	3,900000185240060E+002	0,000000000000000E+000	3,0284033E+000	-4,9987285E+004	0,000000000000000E+000	5,415416055151910E+003	0
0	4,200000199489295E+002	0,000000000000000E+000	3,0256462E+000	-4,9987086E+004	0,000000000000000E+000	5,831983858791233E+003	0
0	4,500000213738531E+002	0,000000000000000E+000	3,0221801E+000	-4,9985910E+004	0,000000000000000E+000	6,248551195601129E+003	0
0	4,800000227987766E+002	0,000000000000000E+000	3,0181231E+000	-4,9989648E+004	0,000000000000000E+000	6,665118730104167E+003	0
0	5,100000242237002E+002	0,000000000000000E+000	3,0122938E+000	-4,9987090E+004	0,000000000000000E+000	7,081685973222657E+003	0
0	5,400000256486237E+002	0,000000000000000E+000	3,0040226E+000	-4,9988270E+004	0,000000000000000E+000	7,498253602621528E+003	0
0	5,700000270735472E+002	0,000000000000000E+000	2,9925606E+000	-4,9985512E+004	0,000000000000000E+000	7,914821879461806E+003	0
0	6,000000284984708E+002	0,000000000000000E+000	2,9777510E+000	-4,9985121E+004	0,000000000000000E+000	8,331389831662327E+003	0
0	6,300000299233943E+002	0,000000000000000E+000	2,9600661E+000	-4,9990832E+004	0,000000000000000E+000	8,747957845744359E+003	0
0	6,600000313483179E+002	0,000000000000000E+000	2,9403329E+000	-4,9989453E+004	0,000000000000000E+000	9,164525862510851E+003	0
0	6,900000327732414E+002	0,000000000000000E+000	2,9176064E+000	-4,9987680E+004	0,000000000000000E+000	9,581094168040365E+003	0
0	7,200000341981649E+002	0,000000000000000E+000	2,8927922E+000	-4,9989453E+004	0,000000000000000E+000	9,997661928281250E+003	0
0	7,500000356230885E+002	0,000000000000000E+000	2,8644724E+000	-4,9986895E+004	0,000000000000000E+000	1,041423084575955E+004	0
0	7,800000370480120E+002	0,000000000000000E+000	2,8320959E+000	-4,9991031E+004	0,000000000000000E+000	1,083079956924045E+004	0
0	8,100000384729356E+002	0,000000000000000E+000	2,7948353E+000	-4,9985910E+004	0,000000000000000E+000	1,124736834488498E+004	0
0	8,400000398978591E+002	0,000000000000000E+000	2,7504063E+000	-4,9984133E+004	0,000000000000000E+000	1,166393693450087E+004	0
0	8,700000413227826E+002	0,000000000000000E+000	2,6957757E+000	-4,9991227E+004	0,000000000000000E+000	1,208050541889757E+004	0
0	9,000000427477062E+002	0,000000000000000E+000	2,6248388E+000	-4,9987285E+004	0,000000000000000E+000	1,249707353581380E+004	0
0	9,300000441726297E+002	0,000000000000000E+000	2,5219586E+000	-4,9985707E+004	0,000000000000000E+000	1,291364228941840E+004	0
0	9,345400443882681E+002	0,000000000000000E+000	2,4999802E+000	-4,9989254E+004	0,000000000000000E+000	1,297668315534722E+004	0
0	9,345420443883631E+002	0,000000000000000E+000	2,5001378E+000	-4,9987879E+004	0,000000000000000E+000	1,297671092639106E+004	0
1	9,345440443884581E+002	1,000000000000000E+000	2,6932154E+000	2,9961049E+004	1,664502712673611E-002	0,000000000000000E+000	0
1	9,645440458133817E+002	1,000000000000000E+000	2,8532469E+000	3,0009516E+004	2,501218616113281E+002	0,000000000000000E+000	0
1	9,945440472383052E+002	1,000000000000000E+000	2,9141006E+000	3,0012863E+004	5,002267417502170E+002	0,000000000000000E+000	0
1	1,024544048663229E+003	1,000000000000000E+000	2,9587269E+000	3,0013256E+004	7,503312983582899E+002	0,000000000000000E+000	0
1	1,054544050088152E+003	1,000000000000000E+000	2,9949634E+000	3,0013848E+004	1,000436090340712E+003	0,000000000000000E+000	0
1	1,084544051513076E+003	1,000000000000000E+000	3,0256462E+000	3,0013652E+004	1,250540444571398E+003	0,000000000000000E+000	0
1	1,114544052937999E+003	1,000000000000000E+000	3,0526662E+000	3,0010893E+004	1,500644679397786E+003	0,000000000000000E+000	0
