Ns	time/s	cycle number	Ecell/V	I/mA	Q charge/mA.h	Q discharge/mA.h	Temperature/°C	
0	1,110000052722171E+003	0,000000000000000E+000	3,3481755E+000	1,0001952E+004	3,083441006048718E+003	0,000000000000000E+000	2,6374014E+001
0	1,140000054147094E+003	0,000000000000000E+000	3,3481362E+000	1,0000771E+004	3,166775136699760E+003	0,000000000000000E+000	2,6374014E+001
0	1,170000055572018E+003	0,000000000000000E+000	3,3480573E+000	1,0001164E+004	3,250108961301539E+003	0,000000000000000E+000	2,6160574E+001
0	1,200000056996942E+003	0,000000000000000E+000	3,3481755E+000	9,9989971E+003	3,333443078711478E+003	0,000000000000000E+000	2,6310774E+001
0	1,230000058421865E+003	0,000000000000000E+000	3,3481755E+000	9,9999824E+003	3,416777407975801E+003	0,000000000000000E+000	2,6287058E+001
0	1,260000059846789E+003	0,000000000000000E+000	3,3481362E+000	9,9993916E+003	3,500111543953449E+003	0,000000000000000E+000	2,6239626E+001
0	1,290000061271712E+003	0,000000000000000E+000	3,3480968E+000	1,0001559E+004	3,583445758776040E+003	0,000000000000000E+000	2,6366110E+001
0	1,320000062696636E+003	0,000000000000000E+000	3,3482542E+000	1,0000376E+004	3,666779972290038E+003	0,000000000000000E+000	2,6302868E+001
0	1,350000064121559E+003	0,000000000000000E+000	3,3480968E+000	1,0000771E+004	3,750114418445637E+003	0,000000000000000E+000	2,6192196E+001
0	1,380000065546483E+003	0,000000000000000E+000	3,3481755E+000	9,9995889E+003	3,833448869593640E+003	0,000000000000000E+000	2,6144762E+001
0	1,410000066971406E+003	0,000000000000000E+000	3,3482149E+000	9,9993916E+003	3,916783203932833E+003	0,000000000000000E+000	2,6381922E+001
0	1,440000068396330E+003	0,000000000000000E+000	3,3482149E+000	1,0002347E+004	4,000117546302624E+003	0,000000000000000E+000	2,6247530E+001
0	1,470000069821253E+003	0,000000000000000E+000	3,3480573E+000	1,0000376E+004	4,083452159634873E+003	0,000000000000000E+000	2,6381922E+001
0	1,500000071246177E+003	0,000000000000000E+000	3,3480968E+000	9,9993916E+003	4,166786501306422E+003	0,000000000000000E+000	2,6547928E+001
0	1,530000072671101E+003	0,000000000000000E+000	3,3481755E+000	1,0001164E+004	4,250120851808809E+003	0,000000000000000E+000	2,6350298E+001
0	1,560000074096024E+003	0,000000000000000E+000	3,3480179E+000	9,9986035E+003	4,333455291847329E+003	0,000000000000000E+000	2,6350298E+001
0	1,590000075520948E+003	0,000000000000000E+000	3,3480179E+000	1,0000573E+004	4,416789854729273E+003	0,000000000000000E+000	2,6223816E+001
0	1,620000076945871E+003	0,000000000000000E+000	3,3480968E+000	1,0000573E+004	4,500124164911022E+003	0,000000000000000E+000	2,6326584E+001
0	1,650000078370795E+003	0,000000000000000E+000	3,3480968E+000	1,0000180E+004	4,583458552058375E+003	0,000000000000000E+000	2,6318678E+001
0	1,680000079795718E+003	0,000000000000000E+000	3,3480179E+000	1,0000771E+004	4,666792879087998E+003	0,000000000000000E+000	2,6532118E+001
0	1,710000081220642E+003	0,000000000000000E+000	3,3478603E+000	1,0000968E+004	4,750127010722113E+003	0,000000000000000E+000	2,6563740E+001
0	1,740000082645565E+003	0,000000000000000E+000	3,3479786E+000	1,0001164E+004	4,833461291714409E+003	0,000000000000000E+000	2,6374014E+001
0	1,770000084070489E+003	0,000000000000000E+000	3,3480179E+000	1,0000771E+004	4,916795753061522E+003	0,000000000000000E+000	2,6516308E+001
0	1,800000085495412E+003	0,000000000000000E+000	3,3479786E+000	1,0000573E+004	5,000130152407225E+003	0,000000000000000E+000	2,6144762E+001
